ORIGIN	DESTINATION	TIME_MIN	DISTANCE_METER
D_00095	D_00024	25.064	10955
D_00095	D_00003	24.112	10385
D_00095	D_00191	12.325	6538
D_00095	D_00182	12.224	6445
D_00095	D_00027	21.498	9423
D_00095	D_00176	13.662	6621
D_00095	D_00001	23.292	10044
D_00095	D_00033	24.092	10451
D_00095	D_00020	21.451	8308
D_00095	D_00039	23.916	10472
D_00095	D_00048	21.654	9207
D_00095	D_00029	23.816	10250
D_00095	D_00057	20.767	8485
D_00095	D_00040	24.990	10213
D_00095	D_00181	11.770	6070
D_00095	D_00030	20.241	8187
D_00095	D_00168	12.234	6302
D_00095	D_00190	12.799	7317
D_00095	D_00035	23.432	9984
D_00095	D_00173	12.397	7053
D_00095	D_00051	18.637	8125
D_00095	D_00055	18.167	7897
D_00095	D_00042	20.294	8482
D_00095	D_00177	11.997	6657
D_00095	D_00045	17.415	6994
D_00095	D_00050	15.555	6268
D_00095	D_00022	15.016	6172
D_00095	D_00016	18.629	7843
D_00095	D_00010	20.670	8778
D_00095	D_00034	22.721	9802
D_00095	D_00008	16.152	6745
D_00095	D_00026	16.388	6748
D_00095	D_00053	16.451	6404
D_00095	D_00052	15.713	6281
D_00095	D_00046	15.290	6124
D_00095	D_00031	13.902	5580
D_00095	D_00006	15.656	6185
D_00095	D_00075	9.701	3671
D_00095	D_00054	22.233	9547
D_00095	D_00017	21.306	8613
D_00095	D_00060	8.186	3056
D_00095	D_00043	20.395	8027
D_00095	D_00018	22.039	13454
D_00095	D_00028	22.117	13249
D_00095	D_00014	17.136	6464
D_00095	D_00011	18.427	7037
D_00095	D_00005	21.759	13536
D_00095	D_00023	21.429	13309
D_00095	D_00071	7.481	2914
D_00095	D_00090	7.980	3158
D_00095	D_00094	7.640	3336
D_00095	D_00067	7.481	3282
D_00095	D_00065	7.201	2704
D_00095	D_00015	11.952	4827
D_00095	D_00025	18.783	7497
D_00095	D_00115	19.668	12588
D_00095	D_00009	15.691	6129
D_00095	D_00062	6.343	2280
D_00095	D_00106	20.997	13234
D_00095	D_00021	16.661	6546
D_00095	D_00056	17.376	6602
D_00095	D_00013	12.504	4560
D_00095	D_00098	20.584	12872
D_00095	D_00100	22.982	14939
D_00095	D_00135	22.072	13304
D_00095	D_00096	5.305	1949
D_00095	D_00120	22.123	14749
D_00095	D_00002	19.130	6853
D_00095	D_00107	20.139	13013
D_00095	D_00019	11.700	4158
D_00095	D_00068	6.077	2148
D_00095	D_00081	4.668	1599
D_00095	D_00049	11.628	4130
D_00095	D_00091	5.601	1918
D_00095	D_00012	12.888	4660
D_00095	D_00044	11.821	4155
D_00095	D_00105	22.364	13233
D_00095	D_00284	7.072	2507
D_00095	D_00297	9.891	3317
D_00095	D_00069	7.251	3229
D_00095	Depot	11.599	3949
D_00095	D_00128	21.591	13439
D_00095	D_00082	3.876	1571
D_00095	D_00066	3.876	1571
D_00095	D_00088	4.223	1196
D_00095	D_00122	24.451	14168
D_00095	D_00262	20.830	11023
D_00095	D_00116	22.099	13556
D_00095	D_00077	4.139	1391
D_00095	D_00101	22.983	8677
D_00095	D_00288	10.432	3133
D_00095	D_00076	6.603	2840
D_00095	D_00063	2.736	638
D_00095	D_00287	17.385	5771
D_00095	D_00295	10.342	3317
D_00095	D_00093	1.687	470
D_00095	D_00113	25.200	14399
D_00095	D_00133	25.255	14434
D_00095	D_00083	5.301	1577
D_00095	D_00289	10.429	3446
D_00095	D_00084	6.833	2822
D_00095	D_00119	24.975	16600
D_00095	D_00290	10.512	3790
D_00095	D_00072	4.899	1468
D_00095	D_00271	10.583	5340
D_00095	D_00257	15.762	7897
D_00095	D_00134	25.959	15622
D_00095	D_00127	25.362	14911
D_00095	D_00279	9.303	4161
D_00095	D_00269	14.227	7349
D_00095	D_00275	9.567	4997
D_00095	D_00078	3.988	1171
D_00095	D_00110	25.288	13330
D_00095	D_00268	9.985	5149
D_00095	D_00125	26.104	15417
D_00095	D_00131	24.372	12899
D_00095	D_00280	17.653	9037
D_00095	D_00298	8.908	3602
D_00095	D_00293	11.690	4171
D_00095	D_00059	2.585	890
D_00095	D_00070	4.622	1434
D_00095	D_00112	24.118	14699
D_00095	D_00258	18.786	9783
D_00095	D_00273	17.476	8956
D_00095	D_00130	23.585	14441
D_00095	D_00296	12.334	4375
D_00095	D_00276	7.357	3653
D_00095	D_00102	24.349	12718
D_00095	D_00259	19.937	10412
D_00095	D_00089	4.059	2076
D_00095	D_00117	22.656	14606
D_00095	D_00266	16.664	8561
D_00095	D_00286	7.787	3033
D_00095	D_00114	23.365	14321
D_00095	D_00274	8.882	4464
D_00095	D_00264	15.864	8012
D_00095	D_00283	8.215	3356
D_00095	D_00085	3.115	1388
D_00095	D_00265	7.875	4140
D_00095	D_00261	5.921	2864
D_00095	D_00118	22.717	14388
D_00095	D_00299	12.658	4633
D_00095	D_00108	22.329	14409
D_00095	D_00254	5.143	2701
D_00095	D_00124	24.135	12687
D_00095	D_00277	8.589	4341
D_00095	D_00300	9.179	3470
D_00095	D_00292	8.996	3568
D_00095	D_00207	13.952	5098
D_00095	D_00074	5.564	2405
D_00095	D_00073	6.558	2303
D_00095	D_00285	10.392	4602
D_00095	D_00087	4.915	2235
D_00095	D_00282	8.656	3671
D_00095	D_00205	15.482	5647
D_00095	D_00255	7.057	3484
D_00095	D_00206	14.462	5477
D_00095	D_00086	6.523	3278
D_00095	D_00099	21.183	11918
D_00095	D_00097	5.865	2799
D_00095	D_00281	6.525	3314
D_00095	D_00064	4.995	2435
D_00095	D_00217	14.980	6202
D_00095	D_00199	19.763	11365
D_00095	D_00103	20.915	11849
D_00095	D_00221	10.959	5000
D_00095	D_00132	20.549	12962
D_00095	D_00267	7.146	3410
D_00095	D_00215	13.639	5692
D_00095	D_00291	8.466	3927
D_00095	D_00079	6.923	3418
D_00095	D_00061	5.557	2795
D_00095	D_00198	13.669	5684
D_00095	D_00201	21.341	8596
D_00095	D_00294	11.625	5087
D_00095	D_00092	5.751	2892
D_00095	D_00129	19.339	11547
D_00095	D_00225	13.612	5723
D_00095	D_00080	6.406	3098
D_00095	D_00126	22.797	14134
D_00095	D_00214	13.835	5960
D_00095	D_00212	22.212	8861
D_00095	D_00213	13.835	5960
D_00095	D_00209	22.582	8883
D_00095	D_00210	19.685	7914
D_00095	D_00203	15.115	6361
D_00095	D_00270	9.668	4275
D_00095	D_00211	16.624	6676
D_00095	D_00123	26.659	15464
D_00095	D_00104	24.011	14587
D_00095	D_00208	16.624	6676
D_00095	D_00109	26.402	15598
D_00095	D_00278	22.804	11787
D_00095	D_00260	8.036	3923
D_00095	D_00121	24.906	15082
D_00095	D_00216	16.639	6859
D_00095	D_00263	10.537	4886
D_00095	D_00220	21.543	8537
D_00095	D_00204	21.051	8395
D_00095	D_00219	16.635	6927
D_00095	D_00256	11.549	5325
D_00095	D_00111	24.800	14518
D_00095	D_00272	10.241	4979
D_00095	D_00223	18.179	7615
D_00095	D_00202	20.329	8084
D_00095	D_00222	14.297	6484
D_00095	D_00200	15.585	6876
D_00095	D_00218	14.791	6617
D_00095	D_00252	9.615	4768
D_00095	D_00224	20.658	9170
D_00095	D_00248	9.989	4950
D_00095	D_00238	14.819	6065
D_00095	D_00226	10.230	4956
D_00095	D_00243	12.987	5274
D_00095	D_00239	14.099	5372
D_00095	D_00229	13.587	5404
D_00095	D_00231	13.391	5316
D_00095	D_00249	13.659	6142
D_00095	D_00233	11.616	5750
D_00095	D_00247	13.943	6154
D_00095	D_00230	13.441	6139
D_00095	D_00251	13.253	6013
D_00095	D_00244	19.124	7878
D_00095	D_00253	14.486	7158
D_00095	D_00236	15.133	7766
D_00095	D_00250	17.776	9062
D_00095	D_00242	25.370	10760
D_00095	D_00235	18.022	9103
D_00095	D_00240	26.654	11392
D_00095	D_00228	26.886	11607
D_00095	D_00232	26.568	11324
D_00095	D_00241	27.614	11862
D_00095	D_00237	28.218	12443
D_00095	D_00246	25.633	12479
D_00095	D_00227	26.762	14989
D_00095	D_00245	27.871	15326
D_00095	D_00234	28.250	15587
D_00008	D_00139	28.044	13793
D_00008	D_00117	17.821	8059
D_00008	D_00088	12.978	5443
D_00008	D_00214	15.965	6873
D_00008	D_00267	19.442	9902
D_00008	D_00269	26.052	12085
D_00008	D_00156	30.996	14068
D_00008	D_00264	27.689	12748
D_00008	D_00239	22.358	10626
D_00008	D_00235	29.867	16819
D_00008	D_00074	17.222	8555
D_00008	D_00226	21.831	11039
D_00008	D_00251	23.746	11273
D_00008	D_00059	14.752	7328
D_00008	D_00151	28.912	13207
D_00008	D_00012	6.729	3131
D_00008	D_00286	12.967	5732
D_00008	D_00266	28.489	13297
D_00008	D_00044	6.840	2993
D_00008	D_00019	5.541	2629
D_00008	D_00121	25.295	11507
D_00008	D_00094	13.021	5854
D_00008	D_00014	6.887	2479
D_00008	D_00112	16.388	7410
D_00008	D_00200	18.966	8083
D_00008	D_00268	21.798	9771
D_00008	D_00010	6.557	2675
D_00008	D_00128	13.860	6150
D_00008	D_00120	14.655	6854
D_00008	D_00099	19.312	8564
D_00008	D_00083	12.228	5971
D_00008	D_00013	4.939	2328
D_00008	D_00280	29.478	13773
D_00008	D_00201	22.754	9386
D_00008	D_00260	20.332	10415
D_00008	D_00180	15.774	8225
D_00008	D_00062	9.902	4383
D_00008	D_00032	11.824	5161
D_00008	D_00283	12.869	5683
D_00008	D_00143	32.705	18680
D_00008	D_00163	26.777	14984
D_00008	D_00271	22.396	9962
D_00008	D_00293	11.840	4774
D_00008	D_00183	16.784	8833
D_00008	D_00275	21.381	9619
D_00008	D_00082	14.154	6411
D_00008	D_00162	26.600	12925
D_00008	D_00259	31.762	15148
D_00008	D_00130	17.324	7692
D_00008	D_00031	4.576	1637
D_00008	D_00159	25.375	12282
D_00008	D_00106	12.324	5570
D_00008	D_00166	29.384	15926
D_00008	D_00135	13.838	6015
D_00008	D_00054	8.121	3444
D_00008	D_00015	6.074	2948
D_00008	D_00069	18.374	8567
D_00008	D_00238	19.593	8581
D_00008	D_00248	21.590	11033
D_00008	D_00187	16.704	8760
D_00008	D_00150	28.894	15870
D_00008	D_00009	7.057	2669
D_00008	D_00253	26.331	14874
D_00008	D_00018	9.707	3994
D_00008	D_00189	14.871	7933
D_00008	D_00217	14.765	5951
D_00008	D_00095	16.061	6758
D_00008	D_00103	19.044	8495
D_00008	D_00047	9.740	4356
D_00008	D_00242	30.871	12940
D_00008	D_00169	21.405	13143
D_00008	D_00291	15.965	7112
D_00008	D_00255	20.324	9555
D_00008	D_00142	26.961	15545
D_00008	D_00161	27.451	15078
D_00008	D_00262	32.655	15759
D_00008	D_00202	21.742	8874
D_00008	D_00292	14.317	6338
D_00008	D_00215	15.497	6489
D_00008	D_00061	16.838	8621
D_00008	D_00279	21.003	8931
D_00008	D_00165	32.773	21494
D_00008	D_00299	12.435	5136
D_00008	D_00208	18.038	7466
D_00008	D_00241	33.115	14042
D_00008	D_00097	18.161	9291
D_00008	D_00072	12.078	5988
D_00008	D_00084	18.215	8003
D_00008	D_00114	17.874	7929
D_00008	D_00193	16.277	8293
D_00008	D_00149	24.848	12199
D_00008	D_00045	3.059	1155
D_00008	D_00261	19.188	8935
D_00008	D_00125	21.419	9436
D_00008	D_00147	32.331	14894
D_00008	D_00065	10.997	4924
D_00008	D_00205	15.537	6277
D_00008	D_00234	32.988	21091
D_00008	D_00077	15.608	6571
D_00008	D_00188	17.312	8877
D_00008	D_00296	12.638	5336
D_00008	D_00174	13.584	7328
D_00008	D_00028	11.142	4282
D_00008	D_00294	16.632	7412
D_00008	D_00152	30.097	13880
D_00008	D_00107	13.519	6186
D_00008	D_00100	15.306	6890
D_00008	D_00113	16.720	5824
D_00008	D_00078	12.748	6379
D_00008	D_00206	14.517	6107
D_00008	D_00256	23.845	11817
D_00008	D_00067	14.566	6349
D_00008	D_00176	15.204	7774
D_00008	D_00232	32.069	13504
D_00008	D_00075	11.465	4981
D_00008	D_00129	17.468	8193
D_00008	D_00039	9.804	4369
D_00008	D_00138	31.612	18147
D_00008	D_00004	10.761	4757
D_00008	D_00020	7.141	2188
D_00008	D_00240	31.596	19087
D_00008	D_00171	11.596	6533
D_00008	D_00131	16.920	7219
D_00008	D_00050	2.587	1123
D_00008	D_00002	9.687	3606
D_00008	D_00090	9.761	4187
D_00008	D_00153	32.339	14808
D_00008	D_00007	8.635	3738
D_00008	D_00148	29.918	16166
D_00008	D_00155	26.910	15831
D_00008	D_00038	12.355	5510
D_00008	D_00111	25.189	10943
D_00008	D_00105	15.015	6002
D_00008	D_00016	4.516	1740
D_00008	D_00276	19.241	8448
D_00008	D_00046	3.028	918
D_00008	D_00058	12.427	5522
D_00008	D_00196	13.809	7617
D_00008	D_00177	13.206	7333
D_00008	D_00001	9.180	3941
D_00008	D_00063	16.107	6889
D_00008	D_00157	38.902	21465
D_00008	D_00246	30.371	17983
D_00008	D_00116	13.985	5164
D_00008	D_00172	17.347	8831
D_00008	D_00118	18.676	8224
D_00008	D_00290	10.094	4392
D_00008	D_00053	2.074	817
D_00008	D_00295	11.150	4493
D_00008	D_00022	3.745	1731
D_00008	D_00212	23.626	9651
D_00008	D_00249	21.974	10698
D_00008	D_00281	19.056	9764
D_00008	D_00227	31.500	20493
D_00008	D_00210	21.098	8704
D_00008	D_00244	24.632	9956
D_00008	D_00282	15.061	6636
D_00008	D_00141	27.710	13219
D_00008	D_00179	17.062	8735
D_00008	D_00136	28.814	15924
D_00008	D_00237	33.719	14623
D_00008	D_00091	12.986	5711
D_00008	D_00194	13.722	7607
D_00008	D_00092	17.082	8743
D_00008	D_00137	31.379	17496
D_00008	D_00199	17.892	8011
D_00008	D_00021	6.769	2532
D_00008	D_00076	17.917	8256
D_00008	D_00231	21.650	10570
D_00008	D_00119	17.507	8705
D_00008	D_00284	9.967	4975
D_00008	D_00278	34.209	21802
D_00008	D_00079	16.208	8347
D_00008	D_00027	7.385	3320
D_00008	D_00104	24.399	11012
D_00008	D_00170	16.725	9174
D_00008	D_00230	23.532	11198
D_00008	D_00123	27.047	11889
D_00008	D_00225	15.797	6743
D_00008	D_00221	15.743	6838
D_00008	D_00216	18.053	7649
D_00008	D_00178	18.034	9648
D_00008	D_00167	25.153	12245
D_00008	D_00051	4.524	2022
D_00008	D_00133	16.776	5859
D_00008	D_00030	5.930	2067
D_00008	D_00042	6.181	2379
D_00008	D_00060	10.194	4488
D_00008	D_00236	26.978	15482
D_00008	D_00110	18.416	7859
D_00008	D_00041	11.560	5117
D_00008	D_00064	17.291	8927
D_00008	D_00186	17.181	8589
D_00008	D_00265	19.699	8876
D_00008	D_00245	32.610	20830
D_00008	D_00182	12.128	6916
D_00008	D_00263	22.833	11378
D_00008	D_00190	12.360	6950
D_00008	D_00191	12.386	7091
D_00008	D_00085	16.720	8350
D_00008	D_00052	1.984	802
D_00008	D_00081	11.728	5120
D_00008	D_00195	13.578	7535
D_00008	D_00184	22.052	13396
D_00008	D_00297	7.408	3520
D_00008	D_00006	3.067	1191
D_00008	D_00101	13.150	4807
D_00008	D_00005	9.646	3860
D_00008	D_00057	6.457	2365
D_00008	D_00093	16.101	7002
D_00008	D_00145	29.578	16124
D_00008	D_00198	16.123	6648
D_00008	D_00288	9.169	4076
D_00008	D_00192	15.293	8112
D_00008	D_00017	6.463	2686
D_00008	D_00036	9.203	3689
D_00008	D_00204	22.464	9185
D_00008	D_00043	5.245	1801
D_00008	D_00252	21.216	10851
D_00008	D_00122	16.720	6879
D_00008	D_00102	17.174	7541
D_00008	D_00181	11.520	6588
D_00008	D_00197	21.759	10938
D_00008	D_00126	23.185	10559
D_00008	D_00023	10.384	4255
D_00008	D_00146	27.431	15207
D_00008	D_00164	27.101	14488
D_00008	D_00285	14.622	6092
D_00008	D_00134	18.865	9024
D_00008	D_00080	18.120	8990
D_00008	D_00207	14.007	5728
D_00008	D_00219	18.049	7717
D_00008	D_00173	11.966	6819
D_00008	D_00109	25.988	12178
D_00008	D_00257	27.587	12633
D_00008	D_00132	18.759	8158
D_00008	D_00003	9.999	4282
D_00008	D_00185	17.564	9553
D_00008	D_00087	17.583	8981
D_00008	D_00140	23.658	13644
D_00008	D_00250	29.621	16778
D_00008	D_00203	16.529	7151
D_00008	D_00243	21.246	10528
D_00008	D_00034	8.609	3699
D_00008	D_00287	12.633	5209
D_00008	D_00098	12.764	5810
D_00008	D_00070	12.696	6407
D_00008	D_00274	20.707	9200
D_00008	D_00213	15.965	6873
D_00008	D_00254	18.410	8772
D_00008	D_00258	30.611	14519
D_00008	D_00298	11.696	5115
D_00008	D_00277	20.413	9077
D_00008	D_00025	8.153	3083
D_00008	D_00096	11.127	4876
D_00008	D_00073	15.140	7708
D_00008	D_00037	11.988	5149
D_00008	D_00124	18.930	7791
D_00008	D_00086	15.216	7810
D_00008	D_00273	29.301	13692
D_00008	D_00209	23.829	9603
D_00008	D_00289	11.214	4573
D_00008	D_00300	14.501	6240
D_00008	D_00224	24.352	10687
D_00008	D_00108	19.503	8713
D_00008	D_00228	32.387	13787
D_00008	D_00270	21.964	10767
D_00008	D_00115	11.106	4736
D_00008	D_00154	26.626	12880
D_00008	D_00089	17.326	8147
D_00008	D_00026	1.414	707
D_00008	D_00272	22.537	11471
D_00008	D_00056	7.876	3050
D_00008	D_00029	9.704	4147
D_00008	D_00229	21.846	10658
D_00008	D_00233	23.218	11833
D_00008	D_00071	10.418	4562
D_00008	D_00024	10.951	4852
D_00008	D_00220	22.957	9327
D_00008	D_00160	29.426	16072
D_00008	D_00068	12.819	5767
D_00008	D_00144	29.526	12550
D_00008	D_00035	9.320	3881
D_00008	D_00040	10.878	4110
D_00008	D_00011	6.221	2388
D_00008	D_00211	18.038	7466
D_00008	D_00222	17.678	7691
D_00008	D_00218	18.172	7824
D_00008	D_00247	23.387	10996
D_00008	D_00127	17.632	7622
D_00008	D_00033	9.979	4348
D_00008	D_00048	7.541	3104
D_00008	D_00175	13.646	7511
D_00008	D_00158	30.734	12858
D_00008	D_00066	14.154	6411
D_00008	D_00055	4.054	1794
D_00008	Depot	7.178	3334
D_00008	D_00223	19.917	8115
D_00008	D_00168	11.518	6677
D_00008	D_00049	6.280	2929
D_00285	D_00139	32.534	20646
D_00285	D_00117	17.506	12040
D_00285	D_00088	12.360	4621
D_00285	D_00214	6.163	2453
D_00285	D_00267	10.700	4524
D_00285	D_00269	17.159	12415
D_00285	D_00156	29.548	23048
D_00285	D_00264	18.795	13078
D_00285	D_00239	10.784	4088
D_00285	D_00235	18.293	10281
D_00285	D_00074	8.724	2916
D_00285	D_00226	10.603	4909
D_00285	D_00251	12.172	4735
D_00285	D_00059	8.368	3331
D_00285	D_00151	30.917	24177
D_00285	D_00012	10.298	3441
D_00285	D_00286	4.239	1223
D_00285	D_00266	19.595	13627
D_00285	D_00044	9.977	3377
D_00285	D_00019	9.909	3631
D_00285	D_00121	19.756	12516
D_00285	D_00094	15.214	6526
D_00285	D_00014	16.039	5312
D_00285	D_00112	19.305	12394
D_00285	D_00200	9.164	3663
D_00285	D_00268	16.415	8075
D_00285	D_00010	20.498	8565
D_00285	D_00128	17.936	11342
D_00285	D_00120	18.468	12652
D_00285	D_00099	17.163	11136
D_00285	D_00083	7.247	2756
D_00285	D_00013	10.713	4033
D_00285	D_00280	20.584	14103
D_00285	D_00201	13.669	5089
D_00285	D_00260	11.590	5037
D_00285	D_00180	26.380	13184
D_00285	D_00062	12.445	5587
D_00285	D_00032	24.511	16702
D_00285	D_00283	3.835	1021
D_00285	D_00143	37.405	29263
D_00285	D_00163	36.883	22660
D_00285	D_00271	17.013	8266
D_00285	D_00293	7.115	2297
D_00285	D_00183	27.389	13792
D_00285	D_00275	15.998	7923
D_00285	D_00082	12.416	5337
D_00285	D_00162	31.090	19778
D_00285	D_00259	22.868	15478
D_00285	D_00130	18.435	11875
D_00285	D_00031	16.758	5787
D_00285	D_00159	29.865	19135
D_00285	D_00106	17.342	11137
D_00285	D_00166	34.964	21570
D_00285	D_00135	18.417	11207
D_00285	D_00054	21.315	12293
D_00285	D_00015	11.780	4614
D_00285	D_00069	14.279	6908
D_00285	D_00238	9.432	3553
D_00285	D_00248	10.038	4880
D_00285	D_00187	26.788	13979
D_00285	D_00150	35.302	21928
D_00285	D_00009	13.382	4582
D_00285	D_00253	14.757	8336
D_00285	D_00018	18.384	11357
D_00285	D_00189	25.246	12842
D_00285	D_00217	7.084	2208
D_00285	D_00095	10.582	4112
D_00285	D_00103	16.634	10732
D_00285	D_00047	22.795	16017
D_00285	D_00242	20.220	8194
D_00285	D_00169	25.017	20892
D_00285	D_00291	2.899	975
D_00285	D_00255	12.228	5138
D_00285	D_00142	34.255	28200
D_00285	D_00161	35.498	21995
D_00285	D_00262	23.761	16089
D_00285	D_00202	12.657	4577
D_00285	D_00292	1.896	364
D_00285	D_00215	5.743	1698
D_00285	D_00061	7.474	2932
D_00285	D_00279	15.733	7087
D_00285	D_00165	30.205	25407
D_00285	D_00299	8.083	2759
D_00285	D_00208	8.952	3169
D_00285	D_00241	22.464	9296
D_00285	D_00097	9.419	3913
D_00285	D_00072	7.097	2773
D_00285	D_00084	13.371	6260
D_00285	D_00114	18.215	11755
D_00285	D_00193	26.730	13279
D_00285	D_00149	29.338	19052
D_00285	D_00045	18.475	7405
D_00285	D_00261	11.852	5374
D_00285	D_00125	20.954	12851
D_00285	D_00147	32.922	26149
D_00285	D_00065	14.096	6498
D_00285	D_00205	7.739	2226
D_00285	D_00234	23.100	13021
D_00285	D_00077	12.679	5157
D_00285	D_00188	27.917	13836
D_00285	D_00296	7.759	2501
D_00285	D_00174	24.289	10771
D_00285	D_00028	18.462	11152
D_00285	D_00294	3.953	1580
D_00285	D_00152	31.883	25935
D_00285	D_00107	16.484	10916
D_00285	D_00100	19.327	12842
D_00285	D_00113	21.545	12302
D_00285	D_00078	7.416	2841
D_00285	D_00206	6.719	2056
D_00285	D_00256	13.079	7126
D_00285	D_00067	15.079	6825
D_00285	D_00176	21.260	10164
D_00285	D_00232	21.418	8758
D_00285	D_00075	15.824	7220
D_00285	D_00129	15.057	10430
D_00285	D_00039	22.585	16119
D_00285	D_00138	29.487	26238
D_00285	D_00004	23.448	16298
D_00285	D_00020	21.279	8095
D_00285	D_00240	21.504	8826
D_00285	D_00171	21.147	10776
D_00285	D_00131	20.351	12117
D_00285	D_00050	18.003	7373
D_00285	D_00002	16.594	5706
D_00285	D_00090	13.434	6003
D_00285	D_00153	34.125	26658
D_00285	D_00007	22.576	9628
D_00285	D_00148	36.326	22224
D_00285	D_00155	38.431	31678
D_00285	D_00038	25.042	17051
D_00285	D_00111	19.650	11952
D_00285	D_00105	18.709	11136
D_00285	D_00016	18.457	7630
D_00285	D_00276	13.787	6579
D_00285	D_00046	16.622	6461
D_00285	D_00058	25.114	17063
D_00285	D_00196	22.892	11490
D_00285	D_00177	19.595	10200
D_00285	D_00001	21.961	15691
D_00285	D_00063	10.738	4194
D_00285	D_00157	37.846	28130
D_00285	D_00246	20.482	9913
D_00285	D_00116	18.444	11459
D_00285	D_00172	29.433	14215
D_00285	D_00118	17.567	11822
D_00285	D_00290	5.937	1916
D_00285	D_00053	16.882	6493
D_00285	D_00295	6.541	1911
D_00285	D_00022	17.873	6379
D_00285	D_00212	14.540	5354
D_00285	D_00249	10.400	4160
D_00285	D_00281	10.314	4386
D_00285	D_00227	21.611	12423
D_00285	D_00210	12.013	4407
D_00285	D_00244	13.974	5312
D_00285	D_00282	2.954	930
D_00285	D_00141	32.200	20072
D_00285	D_00179	26.407	13081
D_00285	D_00136	37.434	29267
D_00285	D_00237	23.068	9877
D_00285	D_00091	12.540	5592
D_00285	D_00194	24.427	11050
D_00285	D_00092	7.718	3054
D_00285	D_00137	34.229	27956
D_00285	D_00199	16.108	9268
D_00285	D_00021	14.130	5118
D_00285	D_00076	13.141	6278
D_00285	D_00231	10.076	4032
D_00285	D_00119	20.215	13119
D_00285	D_00284	9.793	4377
D_00285	D_00278	22.635	15264
D_00285	D_00079	6.458	2364
D_00285	D_00027	21.326	9210
D_00285	D_00104	18.861	12021
D_00285	D_00170	24.939	19254
D_00285	D_00230	11.958	4660
D_00285	D_00123	21.509	12898
D_00285	D_00225	5.940	2216
D_00285	D_00221	3.063	1006
D_00285	D_00216	8.967	3352
D_00285	D_00178	23.507	18388
D_00285	D_00167	29.643	19098
D_00285	D_00051	18.464	7912
D_00285	D_00133	21.293	13196
D_00285	D_00030	20.069	7974
D_00285	D_00042	20.121	8269
D_00285	D_00060	14.336	6618
D_00285	D_00236	15.404	8944
D_00285	D_00110	21.267	12548
D_00285	D_00041	24.247	16658
D_00285	D_00064	8.550	3549
D_00285	D_00186	30.010	15062
D_00285	D_00265	14.305	7066
D_00285	D_00245	22.721	12760
D_00285	D_00182	19.822	9988
D_00285	D_00263	12.338	7008
D_00285	D_00190	20.397	10860
D_00285	D_00191	19.923	10081
D_00285	D_00085	9.965	4367
D_00285	D_00052	16.144	6370
D_00285	D_00081	11.586	5153
D_00285	D_00195	24.283	10978
D_00285	D_00184	21.206	16868
D_00285	D_00297	8.652	3012
D_00285	D_00006	16.412	6426
D_00285	D_00101	19.523	11943
D_00285	D_00005	18.104	11439
D_00285	D_00057	20.595	8272
D_00285	D_00093	10.227	4236
D_00285	D_00145	34.192	21174
D_00285	D_00198	5.997	2177
D_00285	D_00288	8.468	2315
D_00285	D_00192	25.898	13071
D_00285	D_00017	19.745	7553
D_00285	D_00036	23.144	9579
D_00285	D_00204	13.379	4888
D_00285	D_00043	19.915	5958
D_00285	D_00252	9.663	4698
D_00285	D_00122	20.796	12071
D_00285	D_00102	20.091	12525
D_00285	D_00181	19.368	9613
D_00285	D_00197	22.842	17567
D_00285	D_00126	17.647	11568
D_00285	D_00023	17.774	11212
D_00285	D_00146	36.341	22449
D_00285	D_00008	15.980	6532
D_00285	D_00164	38.453	23031
D_00285	D_00134	20.809	13056
D_00285	D_00080	8.756	3301
D_00285	D_00207	8.402	2695
D_00285	D_00219	8.963	3420
D_00285	D_00173	19.995	10596
D_00285	D_00109	21.252	13032
D_00285	D_00257	18.693	12963
D_00285	D_00132	15.399	10396
D_00285	D_00003	23.055	15943
D_00285	D_00185	23.555	18510
D_00285	D_00087	9.026	3831
D_00285	D_00140	35.756	25288
D_00285	D_00250	18.047	10240
D_00285	D_00203	7.443	2854
D_00285	D_00243	9.351	3585
D_00285	D_00034	22.549	9589
D_00285	D_00287	12.809	3897
D_00285	D_00098	16.929	10775
D_00285	D_00070	6.828	2601
D_00285	D_00274	15.312	7390
D_00285	D_00213	6.163	2453
D_00285	D_00254	11.074	5211
D_00285	D_00258	21.718	14849
D_00285	D_00298	4.504	1201
D_00285	D_00277	15.019	7267
D_00285	D_00025	16.920	6291
D_00285	D_00096	12.223	5503
D_00285	D_00073	6.642	2069
D_00285	D_00037	24.675	16690
D_00285	D_00124	19.537	11750
D_00285	D_00086	6.312	2351
D_00285	D_00273	20.407	14022
D_00285	D_00209	14.911	5376
D_00285	D_00289	6.231	1886
D_00285	D_00300	4.749	1014
D_00285	D_00224	14.550	6267
D_00285	D_00108	17.178	11843
D_00285	D_00228	21.736	9041
D_00285	D_00270	13.222	5389
D_00285	D_00115	16.013	10491
D_00285	D_00154	31.116	19733
D_00285	D_00089	10.489	5002
D_00285	D_00026	16.830	6957
D_00285	D_00272	11.771	6780
D_00285	D_00056	14.840	5455
D_00285	D_00029	22.485	15897
D_00285	D_00229	10.121	4032
D_00285	D_00233	11.665	5680
D_00285	D_00071	13.583	6221
D_00285	D_00024	23.638	16393
D_00285	D_00220	13.871	5030
D_00285	D_00160	35.834	22130
D_00285	D_00068	13.016	5822
D_00285	D_00144	34.016	19403
D_00285	D_00035	22.441	15801
D_00285	D_00040	23.875	15968
D_00285	D_00011	17.330	5885
